geneSymbol	geneid
FTSJ3	ENSG00000108592
FUBP1	ENSG00000162613
FUBP3	ENSG00000107164
FUCA1	ENSG00000179163
FURIN	ENSG00000140564
FUS	ENSG00000089280
FUT1	ENSG00000174951
FUT2	ENSG00000176920
FUT3	ENSG00000171124
FUT4	ENSG00000196371
FUT6	ENSG00000156413
FUT7	ENSG00000180549
FUT8	ENSG00000033170
FUT9	ENSG00000172461
FUZ	ENSG00000010361
FXN	ENSG00000165060
FXR1	ENSG00000114416
FXR2	ENSG00000129245
FXYD1	ENSG00000266964
FXYD3	ENSG00000089356
FXYD5	ENSG00000089327
FXYD6	ENSG00000137726
FXYD7	ENSG00000221946
FYCO1	ENSG00000163820
FYN	ENSG00000010810
FZD1	ENSG00000157240
FZD10	ENSG00000111432
FZD2	ENSG00000180340
FZD3	ENSG00000104290
FZD4	ENSG00000174804
FZD5	ENSG00000163251
FZD6	ENSG00000164930
FZD7	ENSG00000155760
FZD8	ENSG00000177283
FZD9	ENSG00000188763
FZR1	ENSG00000105325
G0S2	ENSG00000123689
G3BP1	ENSG00000145907
G3BP2	ENSG00000138757
G6PC	ENSG00000131482
G6PC2	ENSG00000152254
G6PC3	ENSG00000141349
G6PD	ENSG00000160211
GAA	ENSG00000171298
GAB1	ENSG00000109458
GAB2	ENSG00000033327
GABARAP	ENSG00000170296
GABARAPL1	ENSG00000139112
GABARAPL2	ENSG00000034713
GABBR1	ENSG00000204681
GABBR2	ENSG00000136928
GABPA	ENSG00000154727
GABPB1	ENSG00000104064
GABRA1	ENSG00000022355
GABRA2	ENSG00000151834
GABRA3	ENSG00000011677
GABRA4	ENSG00000109158
GABRA5	ENSG00000186297
GABRA6	ENSG00000145863
GABRB1	ENSG00000163288
GABRB2	ENSG00000145864
GABRB3	ENSG00000166206
GABRD	ENSG00000187730
GABRE	ENSG00000102287
GABRG2	ENSG00000113327
GABRG3	ENSG00000182256
GABRP	ENSG00000094755
GABRQ	ENSG00000268089
GABRR1	ENSG00000146276
GABRR2	ENSG00000111886
GAD1	ENSG00000128683
GAD2	ENSG00000136750
GADD45A	ENSG00000116717
GADD45B	ENSG00000099860
GADD45G	ENSG00000130222
GADD45GIP1	ENSG00000179271
GAK	ENSG00000178950
GAL	ENSG00000069482
GAL3ST1	ENSG00000128242
GAL3ST4	ENSG00000197093
GALC	ENSG00000054983
GALE	ENSG00000117308
GALK1	ENSG00000108479
GALK2	ENSG00000156958
GALNS	ENSG00000141012
GALNT1	ENSG00000141429
GALNT10	ENSG00000164574
GALNT11	ENSG00000178234
GALNT12	ENSG00000119514
GALNT14	ENSG00000158089
GALNT2	ENSG00000143641
GALNT3	ENSG00000115339
GALNT6	ENSG00000139629
GALNT7	ENSG00000109586
GALNT8	ENSG00000130035
GALR1	ENSG00000166573
GALR2	ENSG00000182687
GALT	ENSG00000213930
GAMT	ENSG00000130005
GAN	ENSG00000261609
GANAB	ENSG00000089597
GAP43	ENSG00000172020
GAPDH	ENSG00000111640
GAPDHS	ENSG00000105679
GAPVD1	ENSG00000165219
GAR1	ENSG00000109534
GARS	ENSG00000106105
GART	ENSG00000159131
GAS1	ENSG00000180447
GAS2	ENSG00000148935
GAS2L1	ENSG00000185340
GAS6	ENSG00000183087
GAS7	ENSG00000007237
GAS8	ENSG00000141013
GAST	ENSG00000184502
GATA1	ENSG00000102145
GATA2	ENSG00000179348
GATA3	ENSG00000107485
GATA4	ENSG00000136574
GATA6	ENSG00000141448
GATAD1	ENSG00000157259
GATAD2A	ENSG00000167491
GATC	ENSG00000257218
GATM	ENSG00000171766
GBA3	ENSG00000249948
GBE1	ENSG00000114480
GBF1	ENSG00000107862
GBP1	ENSG00000117228
GBP2	ENSG00000162645
GBX2	ENSG00000168505
GC	ENSG00000145321
GCA	ENSG00000115271
GCAT	ENSG00000100116
GCC1	ENSG00000179562
GCC2	ENSG00000135968
GCDH	ENSG00000105607
GCG	ENSG00000115263
GCGR	ENSG00000215644
GCH1	ENSG00000131979
GCHFR	ENSG00000137880
GCK	ENSG00000106633
GCKR	ENSG00000084734
GCLC	ENSG00000001084
GCLM	ENSG00000023909
GCM1	ENSG00000137270
GCM2	ENSG00000124827
GCNT1	ENSG00000187210
GCNT2	ENSG00000111846
GCNT3	ENSG00000140297
GDAP1	ENSG00000104381
GDAP1L1	ENSG00000124194
GDAP2	ENSG00000196505
GDE1	ENSG00000006007
GDF10	ENSG00000266524
GDF11	ENSG00000135414
GDF15	ENSG00000130513
GDF2	ENSG00000263761
GDF3	ENSG00000184344
GDF5	ENSG00000125965
GDF9	ENSG00000164404
GDI1	ENSG00000203879
GDI2	ENSG00000057608
GDNF	ENSG00000168621
GDPD2	ENSG00000130055
GDPD3	ENSG00000102886
GDPD5	ENSG00000158555
GEM	ENSG00000164949
GEMIN4	ENSG00000179409
GEMIN6	ENSG00000152147
GEMIN7	ENSG00000142252
GEMIN8	ENSG00000046647
GFAP	ENSG00000131095
GFER	ENSG00000127554
GFI1	ENSG00000162676
GFI1B	ENSG00000165702
GFOD1	ENSG00000145990
GFOD2	ENSG00000141098
GFPT1	ENSG00000198380
GFPT2	ENSG00000131459
GFRA1	ENSG00000151892
GFRA2	ENSG00000168546
GFRA3	ENSG00000146013
GGA1	ENSG00000100083
GGA2	ENSG00000103365
GGA3	ENSG00000125447
GGCT	ENSG00000006625
GGCX	ENSG00000115486
GGH	ENSG00000137563
GGNBP2	ENSG00000278311
GGPS1	ENSG00000152904
GH1	ENSG00000259384
GH2	ENSG00000136487
GHITM	ENSG00000165678
GHR	ENSG00000112964
GHRH	ENSG00000118702
GHRHR	ENSG00000106128
GIGYF2	ENSG00000204120
GIMAP4	ENSG00000133574
GIMAP6	ENSG00000133561
GIN1	ENSG00000145723
GINS1	ENSG00000101003
GINS2	ENSG00000131153
GINS3	ENSG00000181938
GINS4	ENSG00000147536
GIP	ENSG00000159224
GIPC1	ENSG00000123159
GIPC2	ENSG00000137960
GIPR	ENSG00000010310
GIT1	ENSG00000108262
GIT2	ENSG00000139436
GJA1	ENSG00000152661
GJA3	ENSG00000121743
GJA4	ENSG00000187513
GJA5	ENSG00000265107
GJA8	ENSG00000121634
GJB1	ENSG00000169562
GJB3	ENSG00000188910
GJB4	ENSG00000189433
GJB5	ENSG00000189280
GJC1	ENSG00000182963
GJC2	ENSG00000198835
GJD2	ENSG00000159248
GK	ENSG00000198814
GK2	ENSG00000196475
GKN1	ENSG00000169605
GLA	ENSG00000102393
GLB1	ENSG00000170266
GLB1L	ENSG00000163521
GLB1L2	ENSG00000149328
GLCE	ENSG00000138604
GLDC	ENSG00000178445
GLE1	ENSG00000119392
GLG1	ENSG00000090863
GLI1	ENSG00000111087
GLI2	ENSG00000074047
GLI3	ENSG00000106571
GLIPR1	ENSG00000139278
GLMN	ENSG00000174842
GLO1	ENSG00000124767
GLOD4	ENSG00000167699
GLP1R	ENSG00000112164
GLP2R	ENSG00000065325
GLRA1	ENSG00000145888
GLRA2	ENSG00000101958
GLRA3	ENSG00000145451
GLRB	ENSG00000109738
GLRX	ENSG00000173221
GLRX2	ENSG00000023572
GLRX3	ENSG00000108010
GLRX5	ENSG00000182512
GLS	ENSG00000115419
GLS2	ENSG00000135423
GLT8D1	ENSG00000016864
GLT8D2	ENSG00000120820
GLTP	ENSG00000139433
GLUD1	ENSG00000148672
GLUD2	ENSG00000182890
GLUL	ENSG00000135821
GLYAT	ENSG00000149124
GLYR1	ENSG00000140632
GM2A	ENSG00000196743
GMCL1	ENSG00000087338
GMDS	ENSG00000112699
GMEB1	ENSG00000162419
GMEB2	ENSG00000101216
GMFB	ENSG00000197045
GMFG	ENSG00000130755
GMIP	ENSG00000089639
GMNN	ENSG00000112312
GMPPA	ENSG00000144591
GMPR	ENSG00000137198
GMPR2	ENSG00000100938
GNA11	ENSG00000088256
GNA12	ENSG00000146535
GNA13	ENSG00000120063
GNA14	ENSG00000156049
GNA15	ENSG00000060558
GNAI1	ENSG00000127955
GNAI2	ENSG00000114353
GNAI3	ENSG00000065135
GNAL	ENSG00000141404
GNAO1	ENSG00000087258
GNAQ	ENSG00000156052
GNAS	ENSG00000087460
GNAT1	ENSG00000114349
GNAT2	ENSG00000134183
GNAT3	ENSG00000214415
GNAZ	ENSG00000128266
GNB1	ENSG00000078369
GNB2	ENSG00000172354
GNB3	ENSG00000111664
GNB5	ENSG00000069966
GNE	ENSG00000159921
GNG11	ENSG00000127920
GNG12	ENSG00000172380
GNG13	ENSG00000127588
GNG3	ENSG00000162188
GNG4	ENSG00000168243
GNG5	ENSG00000174021
GNG7	ENSG00000176533
GNGT1	ENSG00000127928
GNL1	ENSG00000204590
GNL2	ENSG00000134697
GNL3	ENSG00000163938
GNL3L	ENSG00000130119
GNLY	ENSG00000115523
GNMT	ENSG00000124713
GNPAT	ENSG00000116906
GNPDA1	ENSG00000113552
GNPTAB	ENSG00000111670
GNRH1	ENSG00000147437
GNRH2	ENSG00000125787
GNRHR	ENSG00000109163
GNS	ENSG00000135677
GOLGA1	ENSG00000136935
GOLGA2	ENSG00000167110
GOLGA3	ENSG00000090615
GOLGA4	ENSG00000144674
GOLGA5	ENSG00000066455
GOLGA7	ENSG00000147533
GOLGA8A	ENSG00000175265
GOLGB1	ENSG00000173230
GOLIM4	ENSG00000173905
GOLM1	ENSG00000135052
GOLPH3	ENSG00000113384
GOLPH3L	ENSG00000143457
GOLT1B	ENSG00000111711
GORASP1	ENSG00000114745
GORASP2	ENSG00000115806
GOSR1	ENSG00000108587
GOSR2	ENSG00000108433
GOT1	ENSG00000120053
GOT2	ENSG00000125166
GP1BA	ENSG00000185245
GP2	ENSG00000169347
GP5	ENSG00000178732
GP6	ENSG00000088053
GP9	ENSG00000169704
GPA33	ENSG00000143167
GPAA1	ENSG00000197858
GPATCH1	ENSG00000076650
GPATCH2	ENSG00000092978
GPATCH3	ENSG00000198746
GPATCH8	ENSG00000186566
GPBP1L1	ENSG00000159592
GPC1	ENSG00000063660
GPC3	ENSG00000147257
GPC4	ENSG00000076716
GPC5	ENSG00000179399
GPD1	ENSG00000167588
GPD1L	ENSG00000152642
GPD2	ENSG00000115159
GPHN	ENSG00000171723
GPI	ENSG00000105220
GPKOW	ENSG00000068394
GPLD1	ENSG00000112293
GPM6A	ENSG00000150625
GPM6B	ENSG00000046653
GPN1	ENSG00000198522
GPN2	ENSG00000142751
GPN3	ENSG00000111231
GPNMB	ENSG00000136235
GPR1	ENSG00000183671
GPR107	ENSG00000148358
GPR12	ENSG00000132975
GPR132	ENSG00000183484
GPR135	ENSG00000181619
GPR137	ENSG00000173264
GPR137B	ENSG00000077585
GPR143	ENSG00000101850
GPR15	ENSG00000154165
GPR153	ENSG00000158292
GPR161	ENSG00000143147
GPR162	ENSG00000250510
GPR17	ENSG00000144230
GPR171	ENSG00000174946
GPR173	ENSG00000184194
GPR176	ENSG00000166073
GPR18	ENSG00000125245
GPR182	ENSG00000166856
GPR183	ENSG00000169508
GPR19	ENSG00000183150
GPR20	ENSG00000204882
GPR22	ENSG00000172209
GPR25	ENSG00000170128
GPR27	ENSG00000170837
GPR3	ENSG00000181773
GPR35	ENSG00000178623
GPR37	ENSG00000170775
GPR37L1	ENSG00000170075
GPR39	ENSG00000183840
GPR4	ENSG00000177464
GPR50	ENSG00000102195
GPR52	ENSG00000203737
GPR6	ENSG00000146360
GPR63	ENSG00000112218
GPR65	ENSG00000140030
GPR68	ENSG00000119714
GPR85	ENSG00000164604
GPR87	ENSG00000138271
GPR88	ENSG00000181656
GPRASP1	ENSG00000198932
GPRC5A	ENSG00000013588
GPRC5B	ENSG00000167191
GPRC5C	ENSG00000170412
GPRC5D	ENSG00000111291
GPS1	ENSG00000169727
GPS2	ENSG00000132522
GPSM2	ENSG00000121957
GPSM3	ENSG00000213654
GPT	ENSG00000167701
GPX2	ENSG00000176153
GPX4	ENSG00000167468
GPX5	ENSG00000224586
GPX7	ENSG00000116157
GRAMD1B	ENSG00000023171
GRAMD1C	ENSG00000178075
GRAMD4	ENSG00000075240
GRAP2	ENSG00000100351
GRB10	ENSG00000106070
GRB14	ENSG00000115290
GRB2	ENSG00000177885
GRB7	ENSG00000141738
GREB1	ENSG00000196208
GREB1L	ENSG00000141449
GREM1	ENSG00000166923
GREM2	ENSG00000180875
GRHL2	ENSG00000083307
GRHPR	ENSG00000137106
GRIA1	ENSG00000155511
GRIA2	ENSG00000120251
GRIA3	ENSG00000125675
GRIA4	ENSG00000152578
GRID2	ENSG00000152208
GRIK1	ENSG00000171189
GRIK2	ENSG00000164418
GRIK3	ENSG00000163873
GRIK4	ENSG00000149403
GRIK5	ENSG00000105737
GRIN1	ENSG00000176884
GRIN2A	ENSG00000183454
GRIN2B	ENSG00000273079
GRIN2C	ENSG00000161509
GRINA	ENSG00000178719
GRIP1	ENSG00000155974
GRK1	ENSG00000185974
GRK4	ENSG00000125388
GRK5	ENSG00000198873
GRK6	ENSG00000198055
GRM1	ENSG00000152822
GRM2	ENSG00000164082
GRM3	ENSG00000198822
GRM4	ENSG00000124493
GRM5	ENSG00000168959
GRM6	ENSG00000113262
GRM7	ENSG00000196277
GRM8	ENSG00000179603
GRN	ENSG00000030582
GRP	ENSG00000134443
GRPEL1	ENSG00000109519
GRPR	ENSG00000126010
GRSF1	ENSG00000132463
GRTP1	ENSG00000139835
GRWD1	ENSG00000105447
GSDMB	ENSG00000073605
GSDMD	ENSG00000104518
GSG1	ENSG00000111305
GSK3A	ENSG00000105723
GSK3B	ENSG00000082701
GSN	ENSG00000148180
GSPT1	ENSG00000103342
GSPT2	ENSG00000189369
GSR	ENSG00000104687
GSS	ENSG00000100983
GSTA1	ENSG00000243955
GSTA3	ENSG00000174156
GSTA4	ENSG00000170899
GSTK1	ENSG00000197448
GSTM3	ENSG00000134202
GSTM4	ENSG00000168765
GSTM5	ENSG00000134201
GSTO1	ENSG00000148834
GSTP1	ENSG00000084207
GSTZ1	ENSG00000100577
GTDC1	ENSG00000121964
GTF2A1	ENSG00000165417
GTF2A2	ENSG00000140307
GTF2B	ENSG00000137947
GTF2E1	ENSG00000153767
GTF2E2	ENSG00000197265
GTF2F1	ENSG00000125651
GTF2F2	ENSG00000188342
GTF2H1	ENSG00000110768
GTF2H3	ENSG00000111358
GTF2H4	ENSG00000213780
GTF2H5	ENSG00000272047
GTF2I	ENSG00000263001
GTF2IRD1	ENSG00000006704
GTF3A	ENSG00000122034
GTF3C1	ENSG00000077235
GTF3C2	ENSG00000115207
GTF3C3	ENSG00000119041
GTF3C4	ENSG00000125484
GTF3C5	ENSG00000148308
GTPBP1	ENSG00000100226
GTPBP2	ENSG00000172432
GTPBP3	ENSG00000130299
GTPBP4	ENSG00000107937
GTPBP8	ENSG00000163607
GTSE1	ENSG00000075218
GUCA1A	ENSG00000048545
GUCA1B	ENSG00000112599
GUCA2A	ENSG00000197273
GUCA2B	ENSG00000044012
GUCY1A2	ENSG00000152402
GUCY2C	ENSG00000070019
GUCY2D	ENSG00000132518
GUCY2F	ENSG00000101890
GUF1	ENSG00000151806
GUK1	ENSG00000143774
GULP1	ENSG00000144366
GUSB	ENSG00000169919
GYG1	ENSG00000163754
GYG2	ENSG00000056998
GYPA	ENSG00000170180
GYPB	ENSG00000250361
GYPC	ENSG00000136732
GYPE	ENSG00000197465
GYS1	ENSG00000104812
GYS2	ENSG00000111713
GZMA	ENSG00000145649
GZMB	ENSG00000100453
GZMH	ENSG00000100450
GZMK	ENSG00000113088
GZMM	ENSG00000197540
H1F0	ENSG00000189060
H1FX	ENSG00000184897
H2AFJ	ENSG00000246705
H2AFV	ENSG00000105968
H2AFX	ENSG00000188486
H2AFY	ENSG00000113648
H2AFY2	ENSG00000099284
H2AFZ	ENSG00000164032
H3F3B	ENSG00000132475
H6PD	ENSG00000049239
HAAO	ENSG00000162882
HABP2	ENSG00000148702
HABP4	ENSG00000130956
HADH	ENSG00000138796
HADHA	ENSG00000084754
HADHB	ENSG00000138029
HAGH	ENSG00000063854
HAL	ENSG00000084110
HAMP	ENSG00000105697
HAND1	ENSG00000113196
HAND2	ENSG00000164107
HAO1	ENSG00000101323
HAO2	ENSG00000116882
HAP1	ENSG00000173805
HAPLN1	ENSG00000145681
HAPLN2	ENSG00000132702
HARS	ENSG00000170445
HARS2	ENSG00000112855
HAS1	ENSG00000105509
HAS2	ENSG00000170961
HAT1	ENSG00000128708
HAUS2	ENSG00000137814
HAUS3	ENSG00000214367
HAUS4	ENSG00000092036
HAUS5	ENSG00000249115
HAUS6	ENSG00000147874
HAUS7	ENSG00000213397
HAX1	ENSG00000143575
HBB	ENSG00000244734
HBD	ENSG00000223609
HBE1	ENSG00000213931
HBEGF	ENSG00000113070
HBG2	ENSG00000196565
HBP1	ENSG00000105856
HBQ1	ENSG00000086506
HBS1L	ENSG00000112339
HCCS	ENSG00000004961
HCFC1	ENSG00000172534
HCFC1R1	ENSG00000103145
HCFC2	ENSG00000111727
HCK	ENSG00000101336
HCLS1	ENSG00000180353
HCN2	ENSG00000099822
HCN4	ENSG00000138622
HCP5	ENSG00000206337
HCRTR1	ENSG00000121764
HCRTR2	ENSG00000137252
HDAC1	ENSG00000116478
HDAC11	ENSG00000163517
HDAC2	ENSG00000196591
HDAC3	ENSG00000171720
HDAC4	ENSG00000068024
HDAC5	ENSG00000108840
HDAC6	ENSG00000094631
HDAC7	ENSG00000061273
HDAC9	ENSG00000048052
HDC	ENSG00000140287
HDDC2	ENSG00000111906
HDGF	ENSG00000143321
HDHD3	ENSG00000119431
HDLBP	ENSG00000115677
HEATR1	ENSG00000119285
HEATR6	ENSG00000068097
HEBP1	ENSG00000013583
HEBP2	ENSG00000051620
HECA	ENSG00000112406
HECTD3	ENSG00000126107
HECW1	ENSG00000002746
HEG1	ENSG00000173706
HELZ	ENSG00000198265
HEMK1	ENSG00000114735
HEPH	ENSG00000089472
HERC1	ENSG00000103657
HERC3	ENSG00000138641
HERC4	ENSG00000148634
HERC5	ENSG00000138646
HERC6	ENSG00000138642
HERPUD1	ENSG00000051108
HES1	ENSG00000114315
HES2	ENSG00000069812
HESX1	ENSG00000163666
HEXA	ENSG00000213614
HEXB	ENSG00000049860
HEXIM1	ENSG00000186834
HEY1	ENSG00000164683
HEY2	ENSG00000135547
HEYL	ENSG00000163909
HFE	ENSG00000010704
HGD	ENSG00000113924
HGF	ENSG00000019991
HGFAC	ENSG00000109758
HGS	ENSG00000185359
HGSNAT	ENSG00000165102
HHAT	ENSG00000054392
HHEX	ENSG00000152804
HHIPL2	ENSG00000143512
HHLA2	ENSG00000114455
HHLA3	ENSG00000197568
HIBCH	ENSG00000198130
HIC1	ENSG00000177374
HIC2	ENSG00000169635
HIF1A	ENSG00000100644
HIF1AN	ENSG00000166135
HIF3A	ENSG00000124440
HIGD1A	ENSG00000181061
HIGD1B	ENSG00000131097
HIGD2A	ENSG00000146066
HINFP	ENSG00000172273
HINT1	ENSG00000169567
HIP1	ENSG00000127946
HIP1R	ENSG00000130787
HIPK1	ENSG00000163349
HIPK2	ENSG00000064393
HIPK3	ENSG00000110422
HIRA	ENSG00000100084
HIRIP3	ENSG00000149929
HIST1H1A	ENSG00000124610
HIST1H1B	ENSG00000184357
HIST1H1C	ENSG00000187837
HIST1H1D	ENSG00000124575
HIST1H1E	ENSG00000168298
HIST1H2AE	ENSG00000277075
HIST1H2AL	ENSG00000276903
HIST1H2BB	ENSG00000276410
HIST1H2BD	ENSG00000158373
HIST1H2BE	ENSG00000274290
HIST1H2BH	ENSG00000275713
HIST1H2BI	ENSG00000278588
HIST1H2BK	ENSG00000197903
HIST1H2BL	ENSG00000185130
HIST1H2BM	ENSG00000273703
HIST1H2BO	ENSG00000274641
HIST1H3A	ENSG00000275714
HIST1H3C	ENSG00000287080
HIST1H3D	ENSG00000197409
HIST1H4C	ENSG00000197061
HIST1H4F	ENSG00000274618
HIST1H4H	ENSG00000158406
HIST2H2BE	ENSG00000184678
HIST3H3	ENSG00000168148
HIVEP1	ENSG00000095951
HIVEP2	ENSG00000010818
HIVEP3	ENSG00000127124
HJURP	ENSG00000123485
HK1	ENSG00000156515
HK2	ENSG00000159399
HK3	ENSG00000160883
HKDC1	ENSG00000156510
HLA-A	ENSG00000206503
HLA-B	ENSG00000234745
HLA-C	ENSG00000204525
HLA-DMA	ENSG00000204257
HLA-DMB	ENSG00000242574
HLA-DOA	ENSG00000204252
HLA-DOB	ENSG00000241106
HLA-DPA1	ENSG00000231389
HLA-DPB1	ENSG00000223865
HLA-DQA1	ENSG00000196735
HLA-DQB1	ENSG00000179344
HLA-DQB2	ENSG00000232629
HLA-DRA	ENSG00000204287
HLA-DRB1	ENSG00000196126
HLA-E	ENSG00000204592
HLA-F	ENSG00000204642
HLA-G	ENSG00000204632
HLCS	ENSG00000159267
HLF	ENSG00000108924
HLTF	ENSG00000071794
HLX	ENSG00000136630
HMBOX1	ENSG00000147421
HMBS	ENSG00000256269
HMG20A	ENSG00000140382
HMG20B	ENSG00000064961
HMGA1	ENSG00000137309
HMGA2	ENSG00000149948
HMGB2	ENSG00000164104
HMGB3	ENSG00000029993
HMGCL	ENSG00000117305
HMGCR	ENSG00000113161
HMGCS1	ENSG00000112972
HMGCS2	ENSG00000134240
HMGN3	ENSG00000118418
HMGN4	ENSG00000182952
HMGN5	ENSG00000198157
HMGXB3	ENSG00000113716
HMGXB4	ENSG00000100281
HMMR	ENSG00000072571
HMOX1	ENSG00000100292
HMOX2	ENSG00000103415
HMX1	ENSG00000215612
HNF1A	ENSG00000135100
HNF1B	ENSG00000275410
HNF4A	ENSG00000101076
HNF4G	ENSG00000164749
HNMT	ENSG00000150540
HNRNPA0	ENSG00000177733
HNRNPA1	ENSG00000135486
HNRNPA2B1	ENSG00000122566
HNRNPA3	ENSG00000170144
HNRNPAB	ENSG00000197451
HNRNPD	ENSG00000138668
HNRNPF	ENSG00000169813
HNRNPH1	ENSG00000169045
HNRNPH3	ENSG00000096746
HNRNPK	ENSG00000165119
HNRNPL	ENSG00000104824
HNRNPM	ENSG00000099783
HNRNPR	ENSG00000125944
HNRNPU	ENSG00000153187
HNRNPUL1	ENSG00000105323
HNRNPUL2	ENSG00000214753
HOMER1	ENSG00000152413
HOMER2	ENSG00000103942
HOMER3	ENSG00000051128
HOOK1	ENSG00000134709
HOOK2	ENSG00000095066
HOPX	ENSG00000171476
HOXA1	ENSG00000105991
HOXA10	ENSG00000253293
HOXA11	ENSG00000005073
HOXA2	ENSG00000105996
HOXA3	ENSG00000105997
HOXA4	ENSG00000197576
HOXA5	ENSG00000106004
HOXA6	ENSG00000106006
HOXA7	ENSG00000122592
HOXB1	ENSG00000120094
HOXB13	ENSG00000159184
HOXB2	ENSG00000173917
HOXB3	ENSG00000120093
HOXB5	ENSG00000120075
HOXB6	ENSG00000108511
HOXB7	ENSG00000260027
HOXB8	ENSG00000120068
HOXB9	ENSG00000170689
HOXC10	ENSG00000180818
HOXC11	ENSG00000123388
HOXC13	ENSG00000123364
HOXC4	ENSG00000198353
HOXC5	ENSG00000172789
HOXC6	ENSG00000197757
HOXC8	ENSG00000037965
HOXD1	ENSG00000128645
HOXD10	ENSG00000128710
HOXD11	ENSG00000128713
HOXD12	ENSG00000170178
HOXD13	ENSG00000128714
HOXD3	ENSG00000128652
HOXD9	ENSG00000128709
HP	ENSG00000257017
HP1BP3	ENSG00000127483
HPCA	ENSG00000121905
HPCAL1	ENSG00000115756
HPCAL4	ENSG00000116983
HPD	ENSG00000158104
HPGD	ENSG00000164120
HPGDS	ENSG00000163106
HPN	ENSG00000105707
HPRT1	ENSG00000165704
HPS1	ENSG00000107521
HPS4	ENSG00000100099
HPS5	ENSG00000110756
HPS6	ENSG00000166189
HPSE	ENSG00000173083
HPSE2	ENSG00000172987
HPX	ENSG00000110169
HR	ENSG00000168453
HRAS	ENSG00000174775
HRC	ENSG00000130528
HRG	ENSG00000113905
HRH1	ENSG00000196639
HRH2	ENSG00000113749
HRH3	ENSG00000101180
HRH4	ENSG00000134489
HRK	ENSG00000135116
HS1BP3	ENSG00000118960
HS2ST1	ENSG00000153936
HS3ST1	ENSG00000002587
HS3ST2	ENSG00000122254
HS3ST3A1	ENSG00000153976
HS3ST3B1	ENSG00000125430
HSBP1	ENSG00000230989
HSD11B1	ENSG00000117594
HSD11B2	ENSG00000176387
HSD17B1	ENSG00000108786
HSD17B10	ENSG00000072506
HSD17B11	ENSG00000198189
HSD17B12	ENSG00000149084
HSD17B14	ENSG00000087076
HSD17B2	ENSG00000086696
HSD17B3	ENSG00000130948
HSD17B4	ENSG00000133835
HSD17B6	ENSG00000025423
HSD17B8	ENSG00000204228
HSD3B1	ENSG00000203857
HSD3B2	ENSG00000203859
HSDL2	ENSG00000119471
HSF1	ENSG00000185122
HSF2	ENSG00000025156
HSF4	ENSG00000102878
HSP90AA1	ENSG00000080824
HSP90AB1	ENSG00000096384
HSP90B1	ENSG00000166598
HSPA12A	ENSG00000165868
HSPA13	ENSG00000155304
HSPA1B	ENSG00000204388
HSPA1L	ENSG00000204390
HSPA2	ENSG00000126803
HSPA4	ENSG00000170606
HSPA4L	ENSG00000164070
HSPA5	ENSG00000044574
HSPA6	ENSG00000173110
HSPA8	ENSG00000109971
HSPA9	ENSG00000113013
HSPB11	ENSG00000081870
HSPB2	ENSG00000170276
HSPB3	ENSG00000169271
HSPB6	ENSG00000004776
HSPB7	ENSG00000173641
HSPB8	ENSG00000152137
HSPBAP1	ENSG00000169087
HSPBP1	ENSG00000133265
HSPG2	ENSG00000142798
HSPH1	ENSG00000120694
HTATIP2	ENSG00000109854
HTATSF1	ENSG00000102241
HTN1	ENSG00000126550
HTN3	ENSG00000205649
HTR1A	ENSG00000178394
HTR1B	ENSG00000135312
HTR1D	ENSG00000179546
HTR1E	ENSG00000168830
HTR2A	ENSG00000102468
HTR2B	ENSG00000135914
HTR2C	ENSG00000147246
HTR3A	ENSG00000166736
HTR3B	ENSG00000149305
HTR4	ENSG00000164270
HTR5A	ENSG00000157219
HTR6	ENSG00000158748
HTR7	ENSG00000148680
HTRA1	ENSG00000166033
HTRA2	ENSG00000115317
HTT	ENSG00000197386
HUNK	ENSG00000142149
HUS1	ENSG00000136273
HUWE1	ENSG00000086758
HYAL1	ENSG00000114378
HYAL2	ENSG00000068001
HYAL3	ENSG00000186792
HYI	ENSG00000178922
HYOU1	ENSG00000149428
IAPP	ENSG00000121351
IARS	ENSG00000196305
IARS2	ENSG00000067704
IBSP	ENSG00000029559
IBTK	ENSG00000005700
ICA1	ENSG00000003147
ICAM1	ENSG00000090339
ICAM2	ENSG00000108622
ICAM3	ENSG00000076662
ICAM5	ENSG00000105376
ICK	ENSG00000112144
ICMT	ENSG00000116237
ICOS	ENSG00000163600
ID1	ENSG00000125968
ID2	ENSG00000115738
ID3	ENSG00000117318
ID4	ENSG00000172201
IDE	ENSG00000119912
IDH1	ENSG00000138413
IDH2	ENSG00000182054
IDH3A	ENSG00000166411
IDH3B	ENSG00000101365
IDH3G	ENSG00000067829
IDI1	ENSG00000067064
IDO1	ENSG00000131203
IDS	ENSG00000010404
IDUA	ENSG00000127415
IER2	ENSG00000160888
IER3	ENSG00000137331
IER5	ENSG00000162783
IFFO1	ENSG00000010295
IFI16	ENSG00000163565
IFI27	ENSG00000165949
IFI30	ENSG00000216490
IFI35	ENSG00000068079
IFI44	ENSG00000137965
IFI44L	ENSG00000137959
IFI6	ENSG00000126709
IFIH1	ENSG00000115267
IFIT1	ENSG00000185745
IFIT2	ENSG00000119922
IFIT3	ENSG00000119917
IFIT5	ENSG00000152778
IFITM1	ENSG00000185885
IFITM2	ENSG00000185201
IFNA1	ENSG00000197919
IFNA2	ENSG00000188379
IFNA8	ENSG00000120242
IFNAR1	ENSG00000142166
IFNAR2	ENSG00000159110
IFNB1	ENSG00000171855
